frp,brightness,brightness_ti5,temp_delta_ti4_ti5,confidence,is_night,facility_distance_m,facility_type_encoded,persistence_score,anomaly_score,cluster_density_3km,historical_recurrence,target
56.39,315.57,295.81,19.76,0.946,0,16214.1,0,0.448,0.708,9,0,4
30.35,347.63,313.4,34.23,0.808,1,157.6,1,0.645,0.377,4,16,1
1.46,312.48,306.44,6.05,0.545,0,586.6,0,0.016,0.368,1,0,5
57.98,384.29,334.32,49.97,0.812,1,3705.9,0,0.144,0.767,12,0,4
2.85,301.35,288.17,13.18,0.436,0,3507.9,8,0.027,0.296,1,0,5
2.73,319.76,312.43,7.33,0.285,1,4570.5,0,0.259,0.334,1,0,5
8.95,293.21,289.71,3.5,0.415,0,2052.9,0,0.079,0.183,4,2,5
19.96,313.37,286.5,26.87,0.848,0,56.4,3,0.101,0.715,5,1,0
101.47,352.75,318.73,34.02,0.916,1,21430.0,0,0.406,0.693,11,2,4
7.04,328.41,315.84,12.57,0.602,1,6619.4,0,0.108,0.184,6,2,2
39.82,328.99,311.18,17.82,0.864,0,717.3,6,0.47,0.608,5,6,3
22.74,377.76,344.64,33.12,0.88,0,74.2,3,0.905,0.272,3,10,1
14.52,331.67,291.37,40.3,0.998,1,38.4,1,0.765,0.501,2,10,1
16.85,363.37,334.15,29.22,0.896,1,600.5,1,0.815,0.277,2,10,1
24.56,326.0,309.37,16.63,0.831,1,2223.4,7,0.721,0.66,4,6,3
6.97,313.42,307.49,5.93,0.343,1,4655.5,0,0.233,0.301,2,1,5
90.62,359.1,349.57,9.53,0.773,1,24786.1,0,0.497,0.699,8,0,4
19.26,328.77,320.52,8.24,0.618,0,7160.9,0,0.203,0.293,8,1,2
36.69,362.29,326.47,35.82,0.865,1,17.1,1,0.685,0.372,4,9,1
12.94,307.51,298.56,8.95,0.533,0,6797.8,0,0.04,0.351,7,5,2
6.63,306.96,280.96,26.0,0.628,0,1989.1,6,0.449,0.634,6,4,3
12.18,335.79,323.33,12.46,0.777,1,9581.6,0,0.116,0.321,14,1,2
83.87,341.62,314.04,27.58,0.808,1,148.5,5,0.126,0.944,3,0,0
4.02,288.67,284.22,4.45,0.462,1,646.8,0,0.172,0.192,1,1,5
2.18,312.73,310.93,1.8,0.236,0,7418.9,0,0.067,0.329,2,0,5
16.7,319.32,297.43,21.89,0.67,0,947.2,6,0.413,0.53,4,4,3
15.61,319.87,314.36,5.51,0.563,0,14546.9,0,0.167,0.298,4,2,2
29.59,334.36,326.99,7.37,0.705,0,6467.9,0,0.115,0.157,6,0,2
9.94,289.27,283.71,5.57,0.592,1,5707.7,0,0.081,0.222,0,0,5
45.4,338.11,319.13,18.98,0.817,1,165.6,3,0.206,0.837,4,2,0
30.06,334.04,314.69,19.35,0.705,0,328.8,6,0.549,0.668,5,4,3
22.78,368.1,334.9,33.19,0.831,1,96.0,2,0.934,0.364,2,8,1
20.51,306.87,293.82,13.06,0.516,0,3637.4,0,0.022,0.372,6,1,2
67.43,352.88,322.49,30.39,0.814,0,10825.9,0,0.331,0.673,11,3,4
87.72,383.33,357.33,26.0,0.77,0,9555.3,0,0.319,0.822,10,0,4
15.58,299.67,287.98,11.7,0.308,0,1847.9,0,0.048,0.192,0,0,5
22.57,334.99,318.52,16.47,0.847,1,212.6,4,0.73,0.658,1,1,3
8.72,307.27,296.64,10.63,0.726,0,4321.1,0,0.25,0.219,13,1,2
10.57,317.82,304.67,13.15,0.879,0,13166.9,0,0.154,0.394,11,1,2
2.73,308.54,299.96,8.58,0.481,0,6216.5,0,0.12,0.071,1,1,5
9.95,334.96,300.58,34.38,0.94,1,125.5,1,0.815,0.364,2,11,1
51.62,349.82,320.22,29.59,0.899,1,58.8,1,0.641,0.249,3,13,1
18.15,339.68,310.69,28.99,0.896,1,271.5,2,0.211,0.971,5,0,0
10.51,285.32,277.65,7.66,0.501,0,10566.7,0,0.202,0.214,7,2,2
12.1,318.4,304.49,13.92,0.758,1,8965.3,0,0.184,0.375,7,1,2
12.8,307.18,302.73,4.45,0.388,1,6456.2,0,0.214,0.093,4,0,5
21.86,309.1,298.86,10.24,0.517,0,2563.2,0,0.19,0.194,8,1,2
14.05,312.77,301.69,11.08,0.684,0,10831.1,0,0.156,0.237,3,0,2
3.91,319.16,313.86,5.31,0.617,1,9430.6,0,0.211,0.116,2,3,2
155.61,362.32,333.1,29.22,0.921,1,17672.0,0,0.154,0.806,10,0,4
20.24,310.35,284.07,26.27,0.839,0,542.8,6,0.594,0.689,8,8,3
32.4,310.43,290.94,19.49,0.654,0,307.7,6,0.74,0.632,2,3,3
24.78,347.89,319.51,28.38,0.745,1,19.9,5,0.257,0.808,1,2,0
42.16,362.38,331.31,31.07,0.99,1,14.5,2,0.866,0.274,3,18,1
17.4,377.13,331.88,45.25,0.927,0,40.2,3,0.67,0.261,2,12,1
6.07,292.98,284.04,8.94,0.279,1,5009.8,0,0.162,0.083,2,1,5
34.91,355.77,326.34,29.43,0.928,0,250.7,2,0.409,0.75,3,1,0
47.22,367.15,337.13,30.02,0.761,1,59.5,3,0.246,0.905,4,2,0
25.54,345.05,328.19,16.86,0.835,1,382.8,7,0.652,0.409,5,2,3
23.05,358.4,334.13,24.28,0.857,0,55.7,2,0.299,0.823,3,0,0
80.34,370.3,340.36,29.94,0.762,1,9145.9,0,0.216,0.779,14,2,4
146.34,356.48,314.38,42.1,0.898,0,6049.6,0,0.367,0.703,16,1,4
54.17,349.68,315.81,33.88,0.895,0,15360.0,0,0.182,0.691,8,1,4
25.51,319.49,305.87,13.62,0.608,0,196.6,6,0.662,0.418,2,7,3
19.03,343.99,327.92,16.07,0.667,0,6939.5,0,0.216,0.45,7,2,2
56.39,331.12,310.69,20.43,0.999,0,183.7,5,0.319,0.802,8,1,0
14.51,317.76,305.29,12.47,0.902,0,199.7,6,0.417,0.566,5,2,3
6.25,320.25,302.13,18.12,0.534,1,10353.4,0,0.028,0.103,7,0,2
22.56,368.0,345.31,22.69,0.692,0,1546.2,6,0.473,0.665,2,9,3
56.0,324.55,298.16,26.39,0.935,0,161.1,3,0.406,0.934,5,0,0
8.86,328.44,320.09,8.35,0.605,0,12346.5,0,0.215,0.29,9,1,2
54.33,385.12,363.77,21.35,0.801,1,8771.5,0,0.495,0.928,13,1,4
31.2,349.37,312.06,37.31,0.816,1,43.4,1,0.901,0.432,3,9,1
139.95,401.84,367.56,34.28,0.964,1,24035.3,0,0.173,0.941,10,0,4
3.87,316.71,310.77,5.94,0.551,0,1105.0,0,0.257,0.084,0,1,5
12.37,312.63,295.51,17.12,0.663,0,3176.7,0,0.216,0.289,11,0,2
47.12,333.29,304.63,28.66,0.724,1,1.8,1,0.373,0.916,4,3,0
69.89,348.16,316.26,31.91,0.915,1,417.6,1,0.431,0.707,4,1,0
18.73,333.15,307.19,25.96,0.869,1,12.8,2,0.097,0.872,3,1,0
6.27,310.55,303.51,7.04,0.242,0,3799.8,0,0.141,0.06,0,0,5
25.18,362.55,341.71,20.85,0.916,0,40.0,2,0.44,0.895,5,1,0
71.12,341.91,322.83,19.08,0.904,1,31.9,1,0.41,0.893,6,2,0
84.33,358.95,322.27,36.69,0.761,0,13833.7,0,0.483,0.904,11,0,4
21.95,344.93,300.65,44.28,0.815,1,18.4,1,0.869,0.486,3,14,1
72.99,360.94,313.67,47.27,0.775,0,24589.5,0,0.158,0.899,14,2,4
45.01,344.89,317.47,27.42,0.799,1,49.4,1,0.102,0.736,2,1,0
11.01,309.59,292.54,17.05,0.612,1,5192.9,0,0.144,0.175,15,3,2
46.46,335.22,315.94,19.27,0.973,1,196.9,1,0.097,0.704,2,1,0
2.39,308.33,303.12,5.21,0.4,0,2373.1,7,0.123,0.327,1,1,5
88.07,362.52,333.41,29.11,0.781,1,3664.1,0,0.404,0.779,8,1,4
26.34,363.88,339.0,24.88,0.857,1,28.3,2,0.642,0.513,3,10,1
7.68,286.52,282.16,4.35,0.515,0,2166.0,0,0.185,0.227,0,0,5
16.64,333.85,319.75,14.1,0.765,0,12341.2,0,0.026,0.325,10,1,2
35.0,359.86,330.86,29.0,0.844,1,611.6,1,0.676,0.531,3,15,1
9.63,335.17,325.05,10.12,0.781,0,14161.2,0,0.114,0.223,5,2,2
6.76,320.48,312.73,7.75,0.506,0,7643.1,0,0.111,0.122,2,1,5
68.65,349.0,326.87,22.13,0.802,1,12.2,1,0.266,0.921,5,0,0
12.73,326.4,319.08,7.32,0.676,0,12446.6,0,0.151,0.369,9,0,2
20.87,340.61,310.15,30.46,0.899,1,127.9,1,0.929,0.491,4,13,1
37.25,340.51,322.29,18.22,0.941,0,176.9,2,0.144,0.844,6,2,0
14.27,312.11,300.06,12.06,0.309,1,3706.4,7,0.035,0.051,2,0,5
15.65,322.17,315.4,6.77,0.876,0,9313.6,0,0.096,0.334,14,2,2
21.82,339.29,313.27,26.02,0.89,1,9.5,1,0.247,0.787,3,0,0
17.17,337.22,317.81,19.41,0.854,0,1149.2,6,0.405,0.584,4,4,3
28.62,351.38,338.54,12.85,0.829,1,153.9,1,0.718,0.474,9,14,1
5.42,314.79,307.29,7.5,0.372,0,6587.6,0,0.242,0.352,0,1,5
59.3,354.61,330.11,24.5,0.753,0,382.6,5,0.399,0.843,3,1,0
21.78,308.3,293.61,14.69,0.897,0,481.8,6,0.75,0.581,5,7,3
44.56,325.47,312.65,12.82,0.601,0,1779.6,7,0.509,0.445,2,8,3
11.99,319.91,297.78,22.12,0.603,0,134.9,6,0.758,0.355,5,3,3
49.15,361.79,326.7,35.09,0.788,0,14.5,2,0.112,0.806,3,1,0
77.25,383.36,357.85,25.51,0.852,1,11259.2,0,0.217,0.721,12,0,4
140.7,378.76,349.38,29.38,0.872,1,4374.0,0,0.343,0.818,15,0,4
8.28,317.33,300.22,17.11,0.834,0,7188.0,0,0.186,0.275,8,1,2
23.06,310.65,299.36,11.28,0.791,1,2186.1,0,0.206,0.123,6,2,2
17.77,323.16,317.6,5.55,0.724,1,220.9,6,0.841,0.637,2,2,3
9.87,308.9,303.87,5.02,0.618,0,11353.1,0,0.031,0.393,7,3,2
119.77,354.99,328.59,26.41,0.816,1,4543.2,0,0.228,0.807,18,1,4
9.17,313.77,306.32,7.45,0.592,1,5616.6,0,0.13,0.213,2,2,5
65.68,418.78,381.17,37.61,0.995,1,19501.3,0,0.491,0.879,9,1,4
20.49,322.07,312.32,9.74,0.509,1,6274.8,0,0.169,0.165,10,0,2
36.0,353.62,324.78,28.85,0.858,1,80.8,3,0.91,0.274,3,13,1
18.22,361.24,320.94,40.29,0.864,0,239.9,1,0.688,0.37,1,12,1
75.93,358.66,333.32,25.33,0.702,0,141.6,2,0.23,0.812,6,2,0
105.89,349.9,316.05,33.85,0.908,1,20608.1,0,0.102,0.662,10,0,4
14.04,320.77,307.27,13.5,0.433,0,6280.5,0,0.286,0.268,2,0,5
3.46,305.22,302.47,2.75,0.276,1,1548.3,7,0.214,0.235,1,1,5
17.09,362.86,335.56,27.3,0.993,1,102.1,2,0.688,0.441,2,9,1
9.41,342.53,329.49,13.05,0.719,0,6405.1,0,0.122,0.22,8,3,2
8.1,368.86,329.05,39.82,0.859,1,10.4,1,0.753,0.465,4,11,1
6.03,319.53,303.24,16.29,0.599,0,8638.3,0,0.052,0.246,5,1,2
3.93,307.09,301.89,5.2,0.58,0,4227.7,0,0.196,0.258,2,4,5
117.55,339.57,311.8,27.77,0.999,1,13517.6,0,0.241,0.67,12,3,4
15.23,309.51,299.18,10.33,0.485,0,4360.8,0,0.299,0.399,1,0,5
86.73,316.58,285.8,30.78,0.932,1,517.0,1,0.141,0.968,3,0,0
11.7,297.78,281.2,16.58,0.851,0,10843.9,0,0.062,0.101,5,1,2
35.17,369.23,339.93,29.3,0.918,1,134.2,1,0.416,0.96,2,4,0
81.3,378.71,342.04,36.66,0.989,1,13061.1,0,0.191,0.74,15,1,4
5.53,305.86,292.16,13.69,0.687,0,3930.0,0,0.143,0.101,8,1,2
34.46,339.51,318.34,21.17,0.906,1,4116.2,6,0.429,0.676,1,8,3
39.58,340.37,325.38,14.99,0.96,1,244.4,2,0.188,0.804,2,2,0
27.34,379.75,347.95,31.8,0.897,0,61.6,1,0.705,0.288,1,12,1
87.07,374.49,366.39,8.1,0.937,0,19498.2,0,0.129,0.804,17,2,4
85.41,360.16,335.72,24.44,0.76,0,15839.3,0,0.101,0.916,13,0,4
3.96,305.41,295.26,10.15,0.737,0,13966.7,0,0.165,0.216,10,1,2
13.86,301.56,295.07,6.5,0.375,0,6682.8,0,0.036,0.168,0,0,5
31.29,339.93,325.25,14.68,0.891,1,1087.2,4,0.433,0.372,5,6,3
8.87,303.96,292.46,11.5,0.605,0,2035.3,0,0.071,0.372,6,1,2
26.94,365.95,319.3,46.64,0.883,1,355.3,1,0.823,0.503,7,10,1
33.2,342.67,313.77,28.9,0.925,1,2.6,1,0.908,0.369,1,11,1
20.23,353.82,324.04,29.78,0.851,0,129.0,1,0.607,0.346,2,14,1
12.19,341.87,310.86,31.02,0.985,1,272.9,1,0.862,0.417,6,8,1
36.47,350.86,331.22,19.64,0.924,1,22.9,1,0.761,0.304,2,11,1
7.28,297.7,283.22,14.48,0.681,1,4242.6,0,0.044,0.375,8,0,2
44.95,329.58,304.41,25.17,0.944,1,160.9,2,0.221,0.972,3,2,0
37.19,375.06,340.69,34.37,0.991,1,105.7,1,0.765,0.231,5,8,1
19.39,312.01,298.99,13.02,0.877,0,8256.1,0,0.065,0.373,6,1,2
24.15,349.06,310.89,38.17,0.804,1,25.6,1,0.837,0.505,4,11,1
17.24,328.8,304.95,23.85,0.649,0,255.1,7,0.569,0.351,3,6,3
86.59,388.97,360.32,28.65,0.831,1,5498.9,0,0.263,0.797,14,0,4
2.43,303.16,290.65,12.51,0.215,0,4006.2,8,0.214,0.27,0,0,5
42.57,369.9,339.33,30.56,0.826,1,292.0,1,0.089,0.846,4,4,0
96.9,340.21,292.33,47.88,0.839,1,5018.9,0,0.269,0.919,14,0,4
2.97,310.49,304.08,6.41,0.322,1,2256.8,0,0.068,0.331,3,1,5
7.63,337.91,319.09,18.82,0.913,1,1130.2,7,0.435,0.453,2,3,3
37.37,366.07,324.29,41.77,0.883,0,39.5,1,0.93,0.539,3,10,1
41.42,350.04,321.31,28.73,0.983,0,111.8,7,0.243,0.942,3,0,0
22.87,339.61,318.8,20.81,0.816,1,759.2,6,0.708,0.515,6,4,3
18.82,356.09,335.48,20.61,0.802,1,550.8,6,0.827,0.545,6,7,3
3.54,294.21,286.26,7.95,0.337,1,6616.3,0,0.059,0.106,1,0,5
28.81,355.21,311.5,43.71,0.848,1,13.4,3,0.755,0.543,3,8,1
30.87,302.16,278.66,23.51,0.916,1,0.9,7,0.255,0.896,4,0,0
30.59,324.97,282.65,42.31,0.85,1,67.1,1,0.776,0.241,2,10,1
27.29,345.36,329.56,15.81,0.949,0,142.8,3,0.394,0.962,4,3,0
29.63,355.88,328.06,27.82,0.729,0,5.3,2,0.315,0.733,5,1,0
28.23,324.26,310.53,13.73,0.541,0,10154.2,0,0.109,0.129,9,2,2
17.82,332.71,286.17,46.54,0.82,1,137.9,2,0.842,0.375,4,12,1
10.1,314.51,304.6,9.91,0.726,1,11737.1,0,0.242,0.343,8,3,2
28.02,345.06,321.61,23.45,0.803,1,198.5,1,0.604,0.364,2,12,1
28.81,342.07,306.47,35.61,0.927,0,51.5,1,0.653,0.498,1,11,1
34.12,349.84,310.85,38.99,0.938,1,164.5,1,0.691,0.285,2,11,1
19.84,344.5,326.9,17.6,0.642,0,340.4,7,0.645,0.496,3,1,3
8.27,306.6,294.05,12.55,0.674,0,7824.1,0,0.12,0.321,9,4,2
35.36,347.32,316.18,31.14,0.844,0,1.5,1,0.729,0.444,2,12,1
7.08,327.14,319.47,7.67,0.83,0,6744.2,0,0.096,0.216,12,4,2
11.77,332.67,321.35,11.32,0.826,0,12991.9,0,0.197,0.122,10,0,2
42.51,374.27,352.29,21.98,0.947,0,322.1,2,0.388,0.821,4,1,0
42.15,331.8,310.82,20.98,0.921,0,127.0,1,0.434,0.938,4,0,0
17.48,354.09,308.73,45.36,0.831,0,119.6,1,0.905,0.223,3,14,1
6.77,311.65,297.72,13.93,0.712,0,6583.5,0,0.192,0.298,10,1,2
10.33,328.77,319.21,9.56,0.501,0,9673.8,0,0.113,0.438,8,2,2
4.41,301.3,288.82,12.48,0.773,0,8573.3,0,0.189,0.272,7,2,2
17.05,309.07,284.96,24.11,0.751,1,861.3,6,0.507,0.55,3,4,3
12.81,349.51,336.9,12.61,0.744,0,7511.1,0,0.219,0.271,8,1,2
7.01,310.1,303.24,6.86,0.68,0,12111.7,0,0.048,0.35,4,1,2
23.04,324.15,309.05,15.1,0.798,0,7602.4,0,0.213,0.393,4,4,2
6.86,321.04,317.4,3.64,0.672,0,12573.1,0,0.232,0.393,7,0,2
38.39,374.07,341.69,32.38,0.9,0,295.1,2,0.092,0.923,2,1,0
13.17,308.58,298.31,10.27,0.51,1,11482.9,0,0.025,0.341,8,2,2
46.66,332.29,309.4,22.89,0.996,0,25.1,1,0.285,0.718,5,1,0
50.56,377.84,348.91,28.92,0.833,1,61.9,3,0.372,0.773,5,1,0
31.91,329.66,309.62,20.04,0.919,0,164.1,6,0.54,0.555,3,5,3
14.57,323.72,314.97,8.75,0.575,0,4166.6,0,0.056,0.423,12,1,2
1.43,312.47,305.02,7.45,0.289,1,1242.6,0,0.222,0.207,1,0,5
86.46,356.8,327.03,29.77,0.839,1,15343.0,0,0.342,0.797,14,0,4
18.24,303.25,280.75,22.5,0.84,0,2382.2,0,0.171,0.311,8,2,2
71.39,367.9,346.24,21.67,0.846,1,17246.9,0,0.32,0.741,14,2,4
8.03,294.08,283.07,11.01,0.354,0,1142.4,0,0.061,0.073,0,0,5
13.54,340.29,317.44,22.85,0.91,1,125.5,6,0.706,0.379,4,2,3
42.75,332.91,305.44,27.46,0.833,0,69.3,5,0.326,0.903,3,0,0
10.74,309.19,302.03,7.15,0.325,1,2972.2,0,0.187,0.337,1,0,5
4.72,330.23,311.63,18.6,0.699,1,2939.7,0,0.193,0.29,12,1,2
75.62,319.42,302.51,16.92,0.712,1,238.3,6,0.543,0.385,5,1,3
10.81,326.58,313.47,13.11,0.812,0,4784.6,0,0.102,0.139,15,2,2
3.38,329.12,321.37,7.75,0.302,0,7286.9,7,0.113,0.302,0,0,5
20.42,339.07,289.78,49.29,0.965,0,29.5,2,0.886,0.221,2,14,1
46.81,379.19,333.5,45.69,0.856,1,272.0,2,0.894,0.415,3,12,1
52.7,366.58,333.59,32.99,0.911,1,18825.5,0,0.405,0.761,9,3,4
17.92,318.75,302.01,16.74,0.782,0,6405.7,0,0.035,0.423,7,2,2
63.01,370.14,344.63,25.51,0.98,0,6027.6,0,0.269,0.692,10,2,4
2.75,282.92,270.97,11.95,0.396,1,7597.4,0,0.065,0.112,2,0,5
10.0,369.57,319.91,49.66,0.887,1,599.9,3,0.869,0.257,3,14,1
14.45,317.27,306.27,11.01,0.88,0,14361.5,0,0.098,0.222,6,1,2
8.25,319.63,309.65,9.98,0.856,0,7208.3,0,0.141,0.21,12,2,2
8.77,309.15,301.41,7.74,0.776,0,5268.5,0,0.206,0.195,9,1,2
8.34,318.33,302.35,15.98,0.515,0,9698.5,0,0.237,0.249,6,0,2
75.97,379.67,354.8,24.87,0.963,1,5704.3,0,0.244,0.894,9,0,4
15.16,350.19,310.92,39.27,0.871,0,179.2,1,0.626,0.352,2,8,1
3.7,315.77,309.47,6.3,0.387,0,1537.1,0,0.175,0.328,1,1,5
19.52,328.46,304.32,24.15,0.735,0,437.4,6,0.735,0.597,6,6,3
62.53,360.0,320.61,39.39,0.999,0,70.6,1,0.408,0.908,3,1,0
20.0,292.87,271.32,21.54,0.719,1,923.6,7,0.513,0.383,3,4,3
26.52,360.94,335.25,25.69,0.734,1,169.2,2,0.421,0.846,3,1,0
21.69,305.46,288.32,17.15,0.904,0,505.8,6,0.83,0.573,2,4,3
15.1,322.45,302.49,19.96,0.864,1,246.4,6,0.601,0.511,4,7,3
11.78,317.99,305.02,12.97,0.613,0,3836.9,0,0.121,0.162,6,2,2
8.48,301.51,292.67,8.84,0.23,0,5195.9,0,0.236,0.386,1,1,5
59.83,346.68,315.17,31.51,0.843,1,204.6,1,0.447,0.814,3,0,0
55.54,349.4,319.22,30.18,0.735,1,123.8,1,0.293,0.926,4,1,0
1.95,319.6,314.46,5.14,0.288,0,6104.5,0,0.082,0.368,0,0,5
2.87,310.79,297.43,13.36,0.228,1,6424.8,0,0.192,0.382,0,2,5
6.25,305.81,295.43,10.38,0.425,0,7206.3,0,0.06,0.327,0,0,5
52.27,346.77,326.9,19.87,0.765,1,106.2,3,0.311,0.79,3,1,0
29.72,341.35,316.68,24.67,0.744,0,827.6,1,0.419,0.979,2,0,0
9.97,314.35,296.31,18.04,0.597,0,8470.9,0,0.145,0.255,3,1,2
6.6,306.1,296.11,9.99,0.663,0,5214.0,0,0.06,0.358,7,3,2
16.29,323.61,315.02,8.59,0.779,0,4337.0,0,0.227,0.13,5,2,2
28.06,332.35,303.86,28.5,0.903,1,403.4,2,0.873,0.368,2,10,1
91.38,348.62,325.75,22.87,0.864,1,36.4,3,0.135,0.872,5,1,0
21.92,331.92,322.3,9.62,0.793,0,9068.1,0,0.16,0.195,5,2,2
4.66,308.62,298.11,10.51,0.327,1,4610.2,0,0.042,0.144,1,0,5
41.74,339.54,323.45,16.08,0.606,0,1147.8,6,0.835,0.496,6,4,3
9.09,330.5,322.62,7.88,0.873,0,5388.6,0,0.128,0.124,12,0,2
39.11,383.24,354.9,28.35,0.764,1,239.7,2,0.422,0.806,2,1,0
4.66,349.59,338.27,11.32,0.807,0,8081.2,0,0.243,0.405,8,4,2
40.94,353.12,328.33,24.79,0.937,1,8.9,2,0.915,0.365,4,12,1
42.46,344.84,306.33,38.51,0.803,1,38.6,2,0.675,0.354,3,10,1
17.31,322.79,294.96,27.82,0.875,0,286.3,7,0.445,0.418,6,4,3
14.25,321.32,309.21,12.11,0.836,0,7142.6,0,0.247,0.389,11,1,2
24.97,328.14,310.75,17.39,0.64,0,11881.4,0,0.031,0.366,7,1,2
68.77,361.88,336.91,24.97,0.814,0,277.7,3,0.204,0.707,2,2,0
2.83,305.32,294.56,10.76,0.501,1,879.6,0,0.236,0.373,1,0,5
16.06,351.47,329.13,22.34,0.878,1,3.6,1,0.908,0.522,3,9,1
128.21,344.0,312.31,31.69,0.765,1,13477.2,0,0.285,0.847,17,1,4
27.15,370.01,318.78,51.23,0.893,0,191.3,1,0.644,0.418,2,19,1
35.43,308.18,296.95,11.23,0.641,1,234.7,6,0.836,0.675,6,1,3
25.37,340.22,322.41,17.81,0.707,0,982.8,6,0.475,0.532,2,1,3
3.79,316.23,307.11,9.11,0.642,0,4381.6,0,0.109,0.339,7,2,2
39.97,348.34,328.29,20.05,0.952,0,334.2,2,0.137,0.737,2,0,0
22.25,359.42,329.34,30.09,0.807,0,379.8,2,0.723,0.434,3,16,1
31.7,362.52,329.31,33.21,0.888,1,118.0,1,0.888,0.469,4,13,1
13.19,336.94,322.23,14.71,0.749,1,431.3,6,0.525,0.53,3,5,3
80.14,357.21,333.07,24.15,0.902,1,3611.4,0,0.465,0.778,11,1,4
9.48,302.84,290.51,12.34,0.483,1,1729.3,0,0.23,0.256,0,1,5
5.72,316.14,306.32,9.82,0.771,0,8545.0,0,0.137,0.392,7,1,2
15.84,325.33,308.93,16.4,0.786,1,220.7,6,0.509,0.535,2,6,3
11.91,304.63,293.78,10.85,0.585,1,14045.7,0,0.094,0.22,7,2,2
5.22,327.58,313.53,14.05,0.761,0,9292.6,0,0.133,0.191,7,2,2
13.32,315.7,294.13,21.57,0.758,1,1025.0,6,0.531,0.659,5,4,3
7.05,311.85,302.2,9.65,0.708,1,5730.8,0,0.242,0.252,10,1,2
8.82,310.17,305.43,4.74,0.416,1,6172.4,7,0.255,0.352,1,0,5
28.26,354.16,323.6,30.55,0.71,0,181.7,3,0.349,0.902,4,1,0
14.19,311.51,301.56,9.95,0.557,0,13238.6,0,0.163,0.247,7,4,2
13.35,313.74,302.1,11.65,0.583,0,2019.7,0,0.028,0.154,7,0,2
84.41,318.18,296.17,22.01,0.826,1,1508.5,6,0.557,0.371,3,3,3
76.49,382.94,370.67,12.27,0.758,0,8383.1,0,0.375,0.858,12,1,4
1.42,307.71,296.57,11.15,0.295,0,6679.8,0,0.103,0.322,1,0,5
7.69,308.48,302.19,6.28,0.312,1,793.3,7,0.158,0.328,0,1,5
70.17,371.07,336.95,34.12,0.73,0,58.2,2,0.442,0.719,4,1,0
12.95,322.92,309.74,13.19,0.508,1,9787.4,0,0.204,0.276,10,1,2
4.99,333.97,325.11,8.86,0.787,0,13159.6,0,0.025,0.14,7,0,2
2.34,323.82,318.91,4.91,0.53,0,7606.1,0,0.264,0.146,1,0,5
49.38,333.99,305.41,28.57,0.846,1,31.4,3,0.17,0.759,6,1,0
11.35,318.61,304.32,14.29,0.676,0,8581.2,0,0.211,0.187,9,1,2
30.98,338.75,325.25,13.51,0.8,1,941.2,6,0.521,0.369,2,4,3
27.22,365.22,336.16,29.06,0.933,1,287.5,2,0.176,0.857,6,1,0
36.67,321.43,290.97,30.46,0.874,1,134.9,3,0.769,0.295,1,12,1
120.05,381.79,357.45,24.34,0.908,0,4095.9,0,0.166,0.78,13,1,4
55.99,335.02,316.11,18.92,0.968,0,232.0,1,0.286,0.835,5,1,0
5.02,304.48,296.42,8.06,0.418,0,5788.5,8,0.299,0.205,1,0,5
14.5,332.72,322.02,10.7,0.835,0,11696.3,0,0.029,0.152,10,1,2
4.61,322.1,304.62,17.48,0.881,0,6749.3,0,0.197,0.277,11,3,2
82.9,343.81,326.08,17.73,0.86,0,73.9,1,0.075,0.977,3,3,0
79.5,305.16,268.11,37.05,0.918,1,21087.9,0,0.265,0.876,16,3,4
6.24,306.22,295.72,10.5,0.522,0,11923.3,0,0.086,0.412,10,2,2
6.97,319.19,304.45,14.74,0.666,0,11214.1,0,0.103,0.1,9,1,2
85.84,362.83,342.45,20.38,0.847,1,13612.3,0,0.468,0.734,11,1,4
57.44,328.14,307.15,20.99,0.771,1,113.6,2,0.354,0.743,6,1,0
34.3,342.46,318.25,24.21,0.778,0,231.4,1,0.286,0.872,4,0,0
7.93,320.66,306.9,13.76,0.727,0,7769.4,0,0.129,0.157,4,0,2
36.03,322.0,298.21,23.78,0.893,1,112.9,4,0.543,0.479,4,0,3
5.92,315.94,307.29,8.66,0.86,0,9018.6,0,0.032,0.282,12,0,2
122.53,370.46,334.91,35.55,0.873,1,24578.9,0,0.112,0.733,16,0,4
29.57,320.11,309.49,10.62,0.582,0,9722.8,0,0.238,0.197,4,1,2
32.69,329.95,311.53,18.42,0.736,1,122.4,2,0.278,0.815,3,0,0
60.25,340.31,305.0,35.31,0.956,1,121.2,2,0.216,0.72,5,1,0
12.41,330.85,316.44,14.41,0.871,0,14486.8,0,0.066,0.433,6,0,2
93.76,343.85,316.87,26.97,0.961,1,150.7,3,0.401,0.813,6,1,0
19.5,347.57,325.76,21.81,0.83,1,211.9,6,0.839,0.636,4,2,3
44.48,377.65,344.4,33.25,0.873,1,23354.9,0,0.37,0.924,8,3,4
84.94,407.22,366.74,40.48,0.921,1,24389.7,0,0.435,0.721,8,3,4
91.8,356.19,321.05,35.14,0.811,1,7150.0,0,0.401,0.771,9,0,4
49.66,351.52,344.18,7.35,0.799,1,311.3,3,0.115,0.906,4,0,0
27.49,373.78,348.41,25.37,0.955,1,6.9,1,0.95,0.374,5,11,1
18.88,361.08,325.85,35.23,0.907,1,105.1,3,0.911,0.259,5,15,1
35.42,354.11,333.48,20.63,0.763,0,144.7,2,0.399,0.862,4,2,0
7.55,313.01,302.2,10.81,0.387,1,5946.3,7,0.195,0.127,1,1,5
